Brand,Model,Year,Attrebutes,Miles(k miles),Registration,Control,Fuel,Location,Price(£)
Volvo,Other,2025.0,"- Ultra, Twin Motor, Electric 5-Door",50,2025 (25 reg),Auto,Electric,Leeds ,46950
BMW,3 Series,2011.0,(11) - 320d EfficientDynamics 4dr,199,2011 (11 reg),Manual,Diesel,Northowram ,1995
Land Rover,Range Rover,2018.0,(68) - 4.4 SD V8 Autobiography Auto 4WD Euro 6 (s/s) 5dr,70,2018 (68 reg),Auto,Diesel,Oldham ,39950
Mercedes-Benz,A-Class,2013.0,- A200 CDI BlueEFFICIENCY AMG Sport 5dr,57,2013 (13 reg),Manual,Diesel,Castleford ,8690
Porsche,Taycan,2023.0,- Performance Plus 93.4kWh Turbo Cross Turismo 5dr Electric Auto 4WD (11kW Ch,9,2023 (72 reg),Auto,Electric,Sheffield ,72480
Vauxhall,Insignia,2015.0,(64) - 2.0 CDTi ecoFLEX SRi Nav Euro 5 (s/s) 5dr,93,2015 (64 reg),Manual,Diesel,Shipley ,3695
Jaguar,F-Pace,2023.0,(23) - 2.0 D200 MHEV R-Dynamic SE Black Auto AWD Euro 6 (s/s) (204 ps) 5-Door,39,2023 (23 reg),Auto,Diesel,Oldham ,35949
Land Rover,Freelander,2011.0,(11) - 2.2 eD4 S 5dr 2WD,150,2011 (11 reg),Manual,Diesel,Wakefield ,3295
Audi,Q7,2021.0,(21) - 50 TDI Quattro Black Edition 5dr Tiptronic VAT QUALIFYING,63,2021 (21 reg),Auto,Diesel,Bradford ,39990
Ford,Ranger,2024.0,- 2.0 TD EcoBlue Wildtrak Pickup Double Cab 4dr Diesel Auto 4WD Euro 6 (s/s),9,2024 (24 reg),Auto,Diesel,Sheffield ,42900
Kia,Sportage,2012.0,(12) - 1.7 CRDi ISG 3 5dr [Sat Nav],123,2012 (12 reg),Manual,Diesel,Rochdale ,3499
Audi,A1,2014.0,(14) - 1.4 TFSI S Line 3dr,103,2014 (14 reg),Manual,Petrol,Mexborough ,5495
Land Rover,Freelander,2012.0,(12) - 2.2 TD4 GS 5dr Auto,88,2012 (12 reg),Auto,Diesel,KEIGHLEY ,7495
Skoda,Octavia,2012.0,(12) - 2.0 TDI CR Elegance 5dr DSG,87,2012 (12 reg),Auto,Diesel,Sheffield ,4995
Skoda,Karoq,2019.0,- 1.5 TSI ACT SE L SUV 5dr Petrol Manual Euro 6 (s/s) (150 ps) - SMARTLINK -,33,2019 (69 reg),Manual,Petrol,Bradford ,15502
Nissan,Qashqai+2,2010.0,(10) - 2.0 N-Tec 5dr 4WD CVT,157,2010 (10 reg),Auto,Petrol,Mexborough ,2495
Citroen,C5 Aircross,2019.0,(69) - 1.2 PureTech Flair Plus Euro 6 (s/s) 5dr,57,2019 (69 reg),Manual,Petrol,Huddersfield ,11495
Land Rover,Discovery,2017.0,(17) - 3.0 TD6 HSE LUXURY AUTO 258 BHP 5-Door,45,2017 (17 reg),Auto,Diesel,Oldham ,30949
Land Rover,Range Rover,2024.0,"- AUTOBIOGRAPHY SLIDING PANORAMIC ROOF 22"" ALLOYS 5-Door",3,2024 (24 reg),Auto,Hybrid,Sheffield ,119980
Fiat,Panda,2018.0,(18) - 1.2 Easy 5dr,64,2018 (18 reg),Manual,Petrol,Keighley ,4695
Nissan,Qashqai,2015.0,(15) - 1.6 dCi Tekna 5dr Xtronic auto,143,2015 (15 reg),Auto,Diesel,Bradford ,5450
Audi,R8,2016.0,(66) - 5.2 FSI V10 Plus Coupe 2dr Petrol S Tronic quattro Euro 6 (s/s) (610 ps),30,2016 (66 reg),Auto,Petrol,Oldham ,76949
Peugeot,5008,2022.0,(22) - 1.5 BlueHDi GT EAT Euro 6 (s/s) 5dr,29,2022 (22 reg),Auto,Diesel,Doncaster ,22695
Audi,Q7,2012.0,(12) - 3.0 TDI 245 Quattro S Line Plus 5dr Tip Auto,102,2012 (12 reg),Auto,Diesel,Dalton Magna ,9995
Skoda,Karoq,2018.0,(18) - 1.5 TSI SE L Euro 6 (s/s) 5dr,86,2018 (18 reg),Manual,Petrol,Sheffield ,10950
Honda,Civic,2012.0,(62) - 1.8 i-VTEC EX Euro 5 (s/s) 5dr,54,2012 (62 reg),Manual,Petrol,Rotherham ,7200
Mercedes-Benz,E-Class,2021.0,- dh 2.0 MHEV AMG Line Night Edition (Premium Plus) Cabriolet 2dr Diesel Hybr,8,2021 (71 reg),Auto,Diesel,Sheffield ,37980
Audi,Q7,2012.0,(12) - 3.0 TDI 245 Quattro S Line Plus 5dr Tip Auto,146,2012 (12 reg),Auto,Diesel,Doncaster ,6995
SEAT,Leon,2016.0,(16) - 1.2 TSI SE Sport Coupe Euro 6 (s/s) 3dr,93,2016 (16 reg),Manual,Petrol,Sheffield ,5495
Nissan,GT-R,2010.0,(10) - 3.8 Premium 2dr Auto,59,2010 (10 reg),Auto,Petrol,Bradford ,39990
Porsche,Macan,2023.0,- T PDK HUGE SPEC PANORAMIC ROOF SPORTS EXHAUST 5-Door,14,2023 (73 reg),Auto,Petrol,Sheffield ,62480
Jaguar,XJ,2007.0,(07) - XJ 2.7 TDVi Sovereign 4dr Auto,72,2007 (7 reg),Auto,Diesel,Bradford ,4695
Land Rover,Range Rover,2015.0,- 4.4 SD V8 Vogue SE SUV 5dr Diesel Auto 4WD Euro 5 (339 ps),97,2015 (15 reg),Auto,Diesel,Rotherham ,19395
Audi,Q7,2020.0,(70) - 3.0 TDI V6 45 S line SUV 5dr Diesel Tiptronic quattro Euro 6 (s/s) (231 ps),123,2020 (70 reg),Auto,Diesel,Bradford ,26990
Jeep,Compass,2025.0,(25) - 1.5 T4 e-Hybrid MHEV North Star DCT FWD Euro 6 (s/s) 5dr,10,2025 (25 reg),Auto,Hybrid,Cleckheaton ,28995
Volvo,V70,2007.0,(57) - 2.4 D5 SE Geartronic Euro 4 5dr,159,2007 (57 reg),Auto,Diesel,Wakefield ,2495
Mercedes-Benz,GLE-Class,2022.0,(22) - GLE 350de 4Matic AMG Line Premium 5dr 9G-Tronic,75,2022 (22 reg),Auto,Hybrid,Leeds ,36770
Suzuki,Grand Vitara,2008.0,(58) - 2.0 16v X-EC 5dr,120,2008 (58 reg),Manual,Petrol,Keighley ,1495
Audi,Q3,2018.0,(18) - 1.4 TFSI CoD Black Edition Euro 6 (s/s) 5dr,77,2018 (18 reg),Manual,Petrol,Sheffield ,14500
MINI,Hatch,2014.0,(64) - 1.5 Cooper 5dr,35,2014 (64 reg),Manual,Petrol,Sheffield ,8290
BMW,i4,2025.0,- 250kW eDrive40 M Sport 83.9kWh 5dr Auto,101,2025 (25 reg),Auto,Electric,Harrogate ,67760
Nissan,Navara,2021.0,- 2.3 dCi Tekna Auto 4WD Euro 6 APPLE CAR PLAY LEATHER,55,2021 (71 reg),Auto,Diesel,Sheffield ,25980
BMW,i5,2025.0,- 250kW eDrive40 M Sport 84kWh 4dr Auto,101,2025 (25 reg),Auto,Electric,Harrogate ,60950
Lexus,CT,2016.0,(66) - 200h 1.8 Sport 5dr CVT Auto,31,2016 (66 reg),Auto,Hybrid,High Peak ,13995
Land Rover,Range Rover Velar,2024.0,- 2.0 P250 Dynamic HSE SUV 5dr Petrol Auto 4WD Euro 6 (s/s) (249 ps),5,2024 (73 reg),Auto,Petrol,Sheffield ,49980
Ford,Kuga,2014.0,(64) - 2.0 TDCi Titanium 2WD Euro 6 (s/s) 5dr,81,2014 (64 reg),Manual,Diesel,Cleckheaton ,5495
Ford,Kuga,2016.0,(16) - 2.0 TDCi Titanium X 2WD Euro 6 (s/s) 5dr,65,2016 (16 reg),Manual,Diesel,Shipley ,8595
Audi,Q8,2023.0,- 3.0 TFSI V6 55 S line SUV 5dr Petrol Tiptronic quattro Euro 6 (s/s) (340 ps,35,2023 (72 reg),Auto,Petrol,Sheffield ,45680
Jaguar,F-Type,2019.0,(19) - 3.0 V6 GPF R-Dynamic Coupe 2dr Petrol Auto AWD Euro 6 (s/s) (380 ps),25,2019 (19 reg),Auto,Petrol,Oldham ,39449
Fiat,Panda,2021.0,- 0.9 TwinAir Cross Euro 6 (s/s) 5dr,22,2021 (21 reg),Manual,Petrol,Sheffield ,13290
Land Rover,Range Rover Sport,2017.0,- 5.0 V8 SVR SUV 5dr Petrol Auto 4WD Euro 6 (s/s) (550 ps),48,2017 (66 reg),Auto,Petrol,Sheffield ,33750
Nissan,ARIYA,2024.0,- 225Kw Evolve 87Kwh 22Kwch 5Dr E-4Orce Auto,14,2024 (24 reg),Auto,Electric,Leeds ,36495
Land Rover,Range Rover Sport,2018.0,- 3.0 SD V6 Autobiography Dynamic SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (306 p,40,2018 (18 reg),Auto,Diesel,Sheffield ,35650
Peugeot,308,2012.0,(62) - 1.6 e-HDi Active Euro 5 (s/s) 5dr,91,2012 (62 reg),Manual,Diesel,Sheffield ,1990
Kia,Picanto,2012.0,(62) - 1.0 1 Air 5dr,63,2012 (62 reg),Manual,Petrol,Keighley ,2995
Audi,Q5,2015.0,(65) - 2.0 TDI S line Plus quattro Euro 6 (s/s) 5dr,57,2015 (65 reg),Manual,Diesel,Sheffield ,13950
Ford,Kuga,2015.0,(15) - 2.0 TDCi Titanium 2WD Euro 6 (s/s) 5dr,73,2015 (15 reg),Manual,Diesel,Sheffield ,6950
Subaru,XV,2012.0,- ***DEPOSIT TAKEN*** 2.0L i SE Luxury Premium Symmetrical AWD CVT SUV 5dr Pe,129,2012 (62 reg),Auto,Petrol,Harrogate ,4395
Mercedes-Benz,GLE-Class,2021.0,(21) - 2.9 GLE400d AMG Line (Premium Plus) G-Tronic 4MATIC Euro 6 (s/s) 5dr (7 Sea,95,2021 (21 reg),Auto,Diesel,Heckmondwike ,37995
Volkswagen,Golf,1991.0,(H) - 1.8 GTI 5dr,125,1991 (H),Manual,Petrol,Wakefield ,7495
Toyota,C-HR,2017.0,(67) - 1.8 Hybrid Dynamic 5dr CVT,138,2017 (67 reg),Auto,Hybrid,Rotherham ,9995
Vauxhall,Viva,2015.0,(65) - 1.0i SE Euro 6 5dr (a/c),55,2015 (65 reg),Manual,Petrol,Leeds ,4480
Audi,Q8,2018.0,(68) - 50 TDI Quattro S Line 5dr Tiptronic SQ8 STYLING,69,2018 (68 reg),Auto,Diesel,Bradford ,34990
Ford,Focus,2011.0,(61) - 1.6 125 Titanium 5dr,95,2011 (61 reg),Manual,Petrol,Hyde ,2495
BMW,1 Series,2020.0,(70) - 1.5l 118i M Sport 5dr Step Auto,40,2020 (70 reg),Auto,Petrol,Oldham ,20949
Hyundai,TUCSON,2018.0,(68) - 1.6 CRDi Premium SUV 5dr Diesel Manual Euro 6 (s/s) (115 ps),100,2018 (68 reg),Manual,Diesel,Rochdale ,9995
Renault,Clio,2016.0,(16) - 0.9 TCE 90 Dynamique S Nav 5dr,52,2016 (16 reg),Manual,Petrol,Ashton-under-lyne ,5995
Ford,Fiesta,2011.0,(11) - 1.25 Edge 3dr [82],93,2011 (11 reg),Manual,Petrol,Halifax ,1990
BMW,5 Series Gran Turismo,2011.0,(11) - 3.0 530d Executive GT Steptronic Euro 5 5dr,84,2011 (11 reg),Auto,Diesel,Wakefield ,7695
Land Rover,Defender 90,2024.0,- 3.0 D350 MHEV X-Dynamic HSE Hard Top SUV 3dr Diesel Auto 4WD SWB Euro 6 (s/,4,2024 (74 reg),Auto,Diesel,Sheffield ,83976
Citroen,C1,2015.0,(15) - 1.0 VTi Flair Airscape ETG5 Euro 6 5dr (Euro 6),52,2015 (15 reg),Auto,Petrol,Dukinfield ,7095
Honda,CR-V,2012.0,(62) - 2.2 i-DTEC EX 5dr,136,2012 (62 reg),Manual,Diesel,Wakefield ,4500
Mercedes-Benz,CLA,2023.0,(23) - 2.0 CLA45 AMG S Plus Coupe 8G-DCT 4MATIC+ Euro 6 (s/s) 4dr,2,2023 (23 reg),Auto,Petrol,Boroughbridge ,53995
Porsche,Panamera,2021.0,(21) - 2.9 V6 E-Hybrid 17.9kWh 4S Sport Turismo PDK 4WD Euro 6 (s/s) 5dr (3.6 kW C,70,2021 (21 reg),Auto,Hybrid,York ,54989
Land Rover,Defender,2023.0,- X-DYNAMIC S 1 OWNER FULL LAND ROVER HISTORY 5-Door,14,2023 (72 reg),Auto,Diesel,Sheffield ,58980
Nissan,Qashqai,2025.0,- 1.3 Dig-T Mh N-Connecta 5Dr,3,2025 (25 reg),Manual,Hybrid,Leeds ,27999
Kia,Rio,2009.0,(09) - 1.4 3 5dr Auto,69,2009 (9 reg),Auto,Petrol,Bradford ,3999
Vauxhall,Insignia,2016.0,(66) - 1.4i Turbo Limited Edition Euro 6 (s/s) 5dr,103,2016 (66 reg),Manual,Petrol,Oldham ,3995
Audi,A4 Avant,2017.0,(17) - 2.0 TDI ultra S line Estate 5dr Diesel Manual Euro 6 (s/s) (190 ps),59,2017 (17 reg),Manual,Diesel,Bradford ,16490
Ford,Kuga,2025.0,(25) - 2.5 Duratec 14.4kWh ST-Line X CVT Euro 6 (s/s) 5dr,7,2025 (25 reg),Auto,Hybrid,Monks Cross ,29990
Vauxhall,Mokka,2013.0,(13) - 1.7 CDTi SE 2WD Euro 5 (s/s) 5dr,84,2013 (13 reg),Manual,Diesel,Cleckheaton ,3995
Audi,Q7,2019.0,(19) - 3.0 TDI V6 50 Vorsprung SUV 5dr Diesel Tiptronic quattro Euro 6 (s/s) (286,84,2019 (19 reg),Auto,Diesel,Bradford ,32990
Porsche,Taycan,2023.0,(73) - Performance Plus 93.4kWh GTS Sport Turismo Auto 4WD 5dr (11kW Charger),17,2023 (73 reg),Auto,Electric,Oldham ,63975
Land Rover,Discovery,2019.0,- SD6 HSE LUXURY SLIDING PANORAMIC ROOF 5-Door,45,2019 (69 reg),Auto,Diesel,Sheffield ,37480
Land Rover,Range Rover Evoque,2012.0,(12) - 2.2 SD4 Pure Auto 4WD Euro 5 3dr,114,2012 (12 reg),Auto,Diesel,Oldham ,6495
Audi,A3,2017.0,(67) - S3 TFSI Quattro Black Edition 4dr S Tronic,72,2017 (67 reg),Auto,Petrol,Bradford ,22990
Honda,CR-V,2025.0,(25) - 2.0 17.7kWh Advance Tech eCVT Euro 6 (s/s) 5dr,2,2025 (25 reg),Auto,Hybrid,Sheffield ,42999
Ford,Ranger,2017.0,"- WILDTRAK 4X4 DCB 3.2 TDCI [4X SERVICES, SAT NAV, LEATHER, HEATED SEATS & RE",39,2017 (66 reg),Auto,Diesel,Leeds ,20485
MG,MG ZS,2020.0,(20) - 1.0 T-GDI Excite SUV 5dr Petrol Auto Euro 6 (111 ps),26,2020 (20 reg),Auto,Petrol,Huddersfield ,11995
Land Rover,Range Rover Sport,2022.0,- 3.0 D300 MHEV HSE Dynamic Black SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (300 p,37,2022 (71 reg),Auto,Diesel,Sheffield ,42980
Land Rover,Range Rover Sport,2022.0,- 2.0 P400e 13.1kWh HSE Dynamic Black SUV 5dr Petrol Plug-in Hybrid Auto 4WD,25,2022 (71 reg),Auto,Hybrid,Sheffield ,42980
Lexus,CT,2017.0,(17) - 1.8 200h Executive Edition Hatchback 5dr Petrol Hybrid CVT Euro 6 (s/s) (13,48,2017 (17 reg),Auto,Hybrid,Rochdale ,12814
Land Rover,Range Rover Sport,2019.0,(19) - 3.0 SD V6 Autobiography Dynamic SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (306 p,40,2019 (19 reg),Auto,Diesel,Oldham ,35949
Land Rover,Discovery,2022.0,(22) - 3.0 D300 MHEV Metropolitan Edition SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (30,40,2022 (22 reg),Auto,Diesel,Oldham ,47949
BMW,3 Series,2014.0,(14) - 318d SE 4dr Step Auto,84,2014 (14 reg),Auto,Diesel,Chesterfield ,8000
Land Rover,Range Rover Sport,2021.0,(21) - 3.0 HSE DYNAMIC BLACK MHEV 5d 295 BHP 5-Door,36,2021 (21 reg),Auto,Diesel,Rotherham ,45501
Jeep,Renegade,2015.0,(15) - 1.6 MultiJetII Limited Euro 5 (s/s) 5dr,87,2015 (15 reg),Manual,Diesel,Mexborough ,6295
Nissan,Qashqai,2024.0,- 1.3 Dig-T Mh N-Design 5Dr,7,2024 (74 reg),Manual,Hybrid,Leeds ,25999
Nissan,Qashqai,2025.0,- 1.5 E-Power Tekna 5Dr Auto,1,2025 (25 reg),Auto,Hybrid,Leeds ,32950
Mercedes-Benz,C-Class,2021.0,- C220d AMG Line Premium Plus 5dr 9G-Tronic,15,2021 (21 reg),Auto,Diesel,Wakefield ,30411
Jeep,Compass,2025.0,- 1.5 T4 e-Torque Hybrid Summit 5dr DCT,10,2025 (25 reg),Auto,Petrol,Huddersfield ,26998
Kia,Soul,2011.0,(11) - 1.6 Tempest 5dr,129,2011 (11 reg),Manual,Petrol,Dalton Magna ,1895
Mercedes-Benz,SLC,2016.0,- 2.0 SLC200 AMG Line Convertible 2dr Petrol G-Tronic Euro 6 (s/s) (184 ps),42,2016 (16 reg),Auto,Petrol,Rotherham ,16495
Honda,CR-V,2011.0,(61) - 2.2 i-DTEC EX 5dr,119,2011 (61 reg),Manual,Diesel,Rotherham ,3750
Hyundai,KONA,2024.0,- 160kW N Line S 65kWh 5dr Auto,1,2024 (74 reg),Auto,Electric,Bradford ,38995
Nissan,Qashqai,2024.0,- 1.3 Dig-T Mh N-Connecta 5Dr,5,2024 (74 reg),Manual,Hybrid,Leeds ,25999
BMW,7 Series,2016.0,(66) - 3.0 730Ld Auto Euro 6 (s/s) 4dr,118,2016 (66 reg),Auto,Diesel,Rochdale ,17497
Land Rover,Range Rover Sport,2021.0,(70) - 3.0 D300 MHEV HSE Dynamic Auto 4WD Euro 6 (s/s) 5dr,60,2021 (70 reg),Auto,Diesel,York ,32989
Kia,Optima,2012.0,(62) - 1.7 CRDi EcoDynamics 1 Euro 5 (s/s) 4dr,98,2012 (62 reg),Manual,Diesel,Rotherham ,2990
Nissan,Qashqai,2024.0,- 1.3 Dig-T Mh N-Connecta 5Dr,3,2024 (74 reg),Manual,Hybrid,Leeds ,24450
Volkswagen,Polo,2010.0,(10) - 1.2 70 SE 5dr,115,2010 (10 reg),Manual,Petrol,Rochdale ,2795
Ford,Capri,2024.0,- 250Kw Premium 79Kwh Awd 5Dr Auto [Driver Assist],4,2024 (74 reg),Auto,Electric,Sheffield ,40999
Kia,XCeed,2021.0,"(71) - 1.0 T-GDi 2 SUV 5dr Petrol Manual Euro 6 (s/s) (118 bhp) 7in Touchscreen, A",70,2021 (71 reg),Manual,Petrol,Rochdale ,9790
BMW,3 Series,2015.0,(65) - 335d xDrive M Sport 4dr Step Auto,87,2015 (65 reg),Auto,Diesel,Bradford ,14990
Mercedes-Benz,S-Class,2017.0,(67) - 3.0 S350Ld V6 AMG Line (Premium) G-Tronic+ Euro 6 (s/s) 4dr,75,2017 (67 reg),Auto,Diesel,Oldham ,21995
Ford,Capri,2025.0,- 210Kw Premium 77Kwh 5Dr Auto [Driver Assist Pack],6,2025 (25 reg),Auto,Electric,Leeds ,41999
Mercedes-Benz,S-Class,2017.0,(17) - S350d L AMG Line Auto 9G-Tronic [Premium] LWB *Just Serviced & MOT 08/26* 4-Door,75,2017 (17 reg),Auto,Diesel,Doncaster ,20975
Volkswagen,Polo,2022.0,(22) - 1.0 TSI R-Line 5dr,31,2022 (22 reg),Manual,Petrol,Heckmondwike ,15000
Volkswagen,T-Roc,2018.0,(68) - 1.6 TDI R-Line 5dr - Virtual Cockpit & Apple CarPlay & Heated Seats,32,2018 (68 reg),Manual,Diesel,Sheffield ,16990
Audi,TT,2011.0,(11) - 2.0 TDI Black Edition quattro Euro 5 3dr,80,2011 (11 reg),Manual,Diesel,Rotherham ,7450
BMW,3 Series,2025.0,- 330e 22.3 kWh M Sport 5dr Step Auto,101,2025 (25 reg),Auto,Not Supplied,Harrogate ,47950
BMW,i4,2025.0,- 250kW eDrive40 M Sport 83.9kWh 5dr Auto,63,2025 (25 reg),Auto,Electric,Doncaster ,49990
Renault,Captur,2015.0,(15) - 1.5 dCi 90 Dynamique MediaNav Energy 5dr,104,2015 (15 reg),Manual,Diesel,Bradford ,3995
Toyota,Auris,2014.0,(14) - 1.8 VVT-h Excel Touring Sports 5dr Petrol Hybrid CVT Euro 5 (s/s) (136 ps),107,2014 (14 reg),Auto,Hybrid,Bradford ,6990
MG,MG4,2023.0,- 64kwh Trophy Long Range Hatchback 5dr Electric Auto 203 Ps,9,2023 (23 reg),Auto,Electric,Oldham ,16450
Nissan,Qashqai,2013.0,(63) - 1.6 Acenta SUV 5dr Petrol Manual 2WD Euro 5 (s/s) (117 ps),49,2013 (63 reg),Manual,Petrol,Stalybridge ,4995
Jaguar,F-Pace,2020.0,(20) - 2.0d [180] CHEQUERED FLAG 5dr AUTO AWD + PAN ROOF + VIRTUAL COCKPIT +,119,2020 (20 reg),Auto,Diesel,Leeds ,14690
Toyota,Yaris,2012.0,(62) - 1.0 VVT-i Edition Euro 5 3dr,81,2012 (62 reg),Manual,Petrol,Rotherham ,3490
Audi,RS3,2016.0,(16) - 2.5 TFSI RS 3 Quattro 5dr S Tronic [Nav],72,2016 (16 reg),Auto,Petrol,Bradford ,23990
Vauxhall,Insignia,2018.0,- 1.5T SRi Vx-line Nav 5dr - FSH -,46,2018 (18 reg),Manual,Petrol,Castleford ,9490
Audi,Q3,2016.0,(66) - 2.0 TDI S line Plus SUV 5dr Diesel Manual quattro Euro 6 (s/s) (150 ps),92,2016 (66 reg),Manual,Diesel,Bradford ,11490
Land Rover,Freelander 2,2013.0,(63) - 2.2 TD4 XS 4WD Euro 5 (s/s) 5dr,101,2013 (63 reg),Manual,Diesel,Dukinfield ,6995
Isuzu,D-Max,2018.0,(67) - 1.9 Blade Double Cab 4x4,115,2018 (67 reg),Manual,Diesel,Dewsbury ,12995
Land Rover,Discovery,2021.0,- R-DYNAMIC SE PANORAMIC ROOF FULL LAND ROVER SERVICE HISTORY 5-Door,45,2021 (21 reg),Auto,Diesel,Sheffield ,41980
Nissan,X-Trail,2025.0,- 1.5 E-Power E-4Orce 213 Tekna+ 5Dr [7 Seat] Auto,5,2025 (25 reg),Auto,Hybrid,Leeds ,39999
Volvo,XC60,2014.0,(14) - 2.4 D5 R-Design Lux Nav Geartronic AWD Euro 5 5dr,133,2014 (14 reg),Auto,Diesel,Oldham ,7495
Vauxhall,Mokka,2015.0,(65) - 1.4T SE 5dr Auto,72,2015 (65 reg),Auto,Petrol,Chesterfield ,7000
Land Rover,Range Rover Sport,2022.0,- 2.0 P400e 13.1kWh HSE Dynamic Black SUV 5dr Petrol Plug-in Hybrid Auto 4WD,29,2022 (71 reg),Auto,Hybrid,Sheffield ,41480
Volvo,XC90,2025.0,"- Ultra, B5 AWD Mild hybrid, Petrol, Dark, 7 Seats 5-Door",12,2025 (25 reg),Auto,Petrol,Leeds ,65995
Nissan,Qashqai,2016.0,(66) - 1.6 dCi N-Connecta 5dr Xtronic,74,2016 (66 reg),Auto,Diesel,Chesterfield ,9495
Porsche,Taycan,2022.0,(72) - Performance Plus 93.4kWh 4S Auto 4WD 4dr (11kW Charger),17,2022 (72 reg),Auto,Electric,Dinnington ,57880
Hyundai,KONA,2025.0,- 1.6 Hybrid 129 N Line 5dr DCT,717,2025 (25 reg),Auto,Hybrid,Barnsley ,27990
Renault,Megane,2016.0,(66) - 1.5 dCi Dynamique S Nav 5dr,53,2016 (66 reg),Manual,Diesel,Sheffield ,7990
Nissan,Qashqai,2022.0,- 1.3 DIG-T MH TEKNA 5DR,26,2022 (22 reg),Manual,Petrol,Rochdale ,19914
Ford,Kuga,2011.0,(61) - 2.0 TDCi 140 Titanium 5dr 2WD,111,2011 (61 reg),Manual,Diesel,Keighley ,3695
Porsche,911,2017.0,(17) - 3.0T 991 Carrera PDK Euro 6 (s/s) 2dr,40,2017 (17 reg),Auto,Petrol,Boroughbridge ,61895
Land Rover,Discovery,2022.0,- 3.0 D300 MHEV R-Dynamic SE SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (300 ps),30,2022 (22 reg),Auto,Diesel,Sheffield ,46980
Ford,Focus,2012.0,- 1.6 Edge 5dr Hatchback A/C,66,2012 (61 reg),Manual,Petrol,Swinton ,4450
Ford,Capri,2024.0,- 250Kw Premium 79Kwh Awd 5Dr Auto [Driver Assist],4,2024 (74 reg),Auto,Electric,Sheffield ,40999
Alfa Romeo,Giulietta,2014.0,- 2.0 JTDM-2 Sportiva Nav Euro 5 (s/s) 5dr,60,2014 (64 reg),Manual,Diesel,Doncaster ,7650
Land Rover,Range Rover,2021.0,(21) - 3.0 D300 MHEV Westminster Black Auto 4WD Euro 6 (s/s) 5dr,36,2021 (21 reg),Auto,Diesel,Halifax ,44990
Saab,9-3,2011.0,(11) - 1.9 TTiD Vector Sport Convertible 2dr Diesel Manual Euro 5 (180 ps),82,2011 (11 reg),Manual,Diesel,Stalybridge ,4995
Toyota,IQ,2009.0,- VVT-I IQ 3-Door,133,2009 (59 reg),Manual,Petrol,Doncaster ,2000
Ford,Fiesta,2012.0,(62) - 1.25 Edge 3dr,32,2012 (62 reg),Manual,Petrol,Sheffield ,4695
Ford,Fiesta,2013.0,(13) - 1.25 82 Zetec 3dr,73,2013 (13 reg),Manual,Petrol,Keighley ,3695
Volkswagen,Golf,2017.0,(17) - 2.0 TDI 184 GTD 5dr DSG,80,2017 (17 reg),Auto,Diesel,Bradford ,15995
Renault,Clio,2009.0,(59) - 1.5 dCi 86 Dynamique 5dr,103,2009 (59 reg),Manual,Diesel,Cleckheaton ,1090
Mitsubishi,Colt,2008.0,(08) - 1.5 DI-D CZ2 5dr,72,2008 (8 reg),Auto,Diesel,Sheffield ,3500
BMW,Z4,2006.0,- 2006 2.0i Sport 2dr MET GREY FULL RED LEATHER,121,2006 (6 reg),Manual,Petrol,Bradford ,2999
MG,MG ZS,2021.0,- 1.5 VTi-TECH Exclusive 5dr,79,2021 (71 reg),Manual,Petrol,Swinton ,9995
Audi,A4 Avant,2021.0,(71) - 2.0 TDI 35 Black Edition Estate 5dr Diesel S Tronic Euro 6 (s/s) (163 ps),100,2021 (71 reg),Auto,Diesel,Bradford ,18990
Vauxhall,Mokka X,2018.0,(18) - 1.4i Turbo ecoTEC Elite Nav Euro 6 (s/s) 5dr,81,2018 (18 reg),Manual,Petrol,Rotherham ,5990
SEAT,Leon,2018.0,(68) - 1.4 TSI FR Technology Euro 6 (s/s) 5dr,124,2018 (68 reg),Manual,Petrol,Oldham ,6495
SEAT,Leon,2011.0,(61) - 1.6 TDI CR SE Copa 5dr,77,2011 (61 reg),Manual,Diesel,Wakefield ,4000
Skoda,Octavia,2017.0,- 2.0 TDI vRS DSG Euro 6 (s/s) 5dr,88,2017 (17 reg),Auto,Diesel,Leeds ,13700
Vauxhall,Astra,2011.0,(11) - 1.6i 16V SRi 5dr Auto,48,2011 (11 reg),Auto,Petrol,Ashton-under-lyne ,3895
Jeep,Compass,2025.0,- 1.5 T4 e-Torque Hybrid Summit 5dr DCT,10,2025 (25 reg),Auto,Petrol,Huddersfield ,26998
BMW,3 Series,2014.0,- 2.0 318d M Sport Saloon 4-Door,124,2014 (64 reg),Manual,Diesel,Doncaster ,6999
Peugeot,3008,2010.0,(10) - 1.6 THP Exclusive Euro 5 5dr,99,2010 (10 reg),Manual,Petrol,Wakefield ,2195
Land Rover,Discovery,2003.0,(53) - 2.5 TD5 S 5dr (5 Seats),178,2003 (53 reg),Manual,Diesel,Wakefield ,4495
Kia,Sorento,2017.0,(17) - 2.2 CRDi KX-4 5dr Auto,41,2017 (17 reg),Auto,Diesel,Bradford ,17995
Ford,Capri,2024.0,- 210Kw Premium 77Kwh 5Dr Auto [Driver Assist Pack],6,2024 (74 reg),Auto,Electric,Leeds ,39000
